price,bedRooms,bathRooms,lotSize,floors,basement,yearBuilt,yearRenovated,city,country
376000.0,-0.407038309082831,-0.14334602864631513,-0.3612599223633576,2.8157155870248305,-0.6703971096807761,1.2559899136774968,-0.8272953160534822,0.7744986127336694,0.0
800000.0,0.7228240410940513,1.5678253899570496,3.9974503766910443,0.9409600859099096,-0.6703971096807761,1.2221901686538827,-0.8272953160534822,-1.5549320807373288,0.0
324000.0,-0.407038309082831,0.1988882550743578,-0.3744977198624788,0.9409600859099096,-0.20311149589701533,1.2221901686538827,-0.8272953160534822,0.7744986127336694,0.0
549900.0,1.8526863912709337,0.8833568225157037,-0.20596401045179175,-0.9337954152050114,2.7407878709406774,0.2757973079926885,-0.8272953160534822,0.7744986127336694,0.0
320000.0,-0.407038309082831,0.5411225387950307,-0.2072326327121242,0.9409600859099096,-0.6703971096807761,1.0869911885594266,-0.8272953160534822,-0.4333543394364778,0.0
875000.0,0.7228240410940513,-0.14334602864631513,-0.23395643641347516,-0.9337954152050114,1.9464023275082842,-1.6845879033769284,1.221372961118306,0.7744986127336694,0.0
265000.0,0.7228240410940513,-1.5122831635290068,-0.136520731070985,-0.9337954152050114,1.3389310295893952,-0.29879835740875094,1.2172899152245904,-0.6921799720443664,0.0
394950.0,-0.407038309082831,0.5411225387950307,-0.36495547416519564,2.8157155870248305,-0.4834828641672718,1.1883904236302687,-0.8272953160534822,0.7744986127336694,0.0
842500.0,0.7228240410940513,0.5411225387950307,-0.25331671525593996,1.8783378364673702,-0.6703971096807761,-2.3267830588255958,-0.8272953160534822,0.7744986127336694,0.0
368000.0,-0.407038309082831,0.5411225387950307,-0.362197599686212,0.9409600859099096,0.1707169951299933,1.2221901686538827,-0.8272953160534822,0.7744986127336694,0.0
885000.0,0.7228240410940513,0.5411225387950307,-0.26153518120331104,0.9409600859099096,-0.6703971096807761,0.8165932283705138,-0.8272953160534822,0.7744986127336694,0.0
453246.0,-0.407038309082831,0.5411225387950307,-0.3363563158181358,0.9409600859099096,0.7781882930488824,1.4587883838191813,-0.8272953160534822,-0.8647303937829589,0.0
927000.0,0.7228240410940513,0.8833568225157037,-0.06600188064337464,0.9409600859099096,-0.6703971096807761,-0.6029960626212777,-0.8272953160534822,-1.4686568698680325,0.0
490000.0,-1.5369006592597132,0.5411225387950307,-0.36106687114982877,0.9409600859099096,0.1707169951299933,1.1207909335830406,1.2172899152245904,0.7744986127336694,0.0
341000.0,-0.407038309082831,-0.827814596087661,-0.2030958209936488,0.003582335352449101,-0.6703971096807761,-0.6367958076448917,-0.8272953160534822,0.8607738236029656,0.0
235000.0,-2.6667630094365955,-1.5122831635290068,-0.3318334016726027,-0.9337954152050114,-0.6703971096807761,-1.0085930029046466,-0.8272953160534822,0.7744986127336694,0.0
560000.0,-0.407038309082831,-0.14334602864631513,5.579008654153763,-0.9337954152050114,-0.6703971096807761,0.5123955231579871,-0.8272953160534822,-2.072583345953106,0.0
900000.0,0.7228240410940513,1.5678253899570496,0.6599258397146854,0.9409600859099096,2.320230818535293,0.24199756296907438,-0.8272953160534822,-1.9000329242145138,0.0
255000.0,-1.5369006592597132,-1.5122831635290068,-0.33048204317790075,-0.9337954152050114,0.38099552133268566,-2.0563850986366834,1.2203521996448772,0.7744986127336694,0.0
876650.0,-0.407038309082831,1.5678253899570496,-0.05447396532122325,0.003582335352449101,0.5445454861570019,-1.4479896882116299,1.183604786601437,-0.2608039176978853,0.0
540000.0,0.7228240410940513,0.1988882550743578,5.895529908106709,-0.9337954152050114,1.87630948544072,0.6475945032524434,1.2234144840651637,-1.2098312372601439,0.0
350000.0,-1.5369006592597132,-1.5122831635290068,-0.275324553598229,0.003582335352449101,-0.6703971096807761,-2.1915840787311396,1.2040200160700147,0.7744986127336694,0.0
750000.0,0.7228240410940513,0.5411225387950307,-0.26346569333859954,0.9409600859099096,-0.46011858347808376,0.9855919534885842,-0.8272953160534822,-1.9000329242145138,0.0
582000.0,0.7228240410940513,-0.48558031236698806,-0.2711877418797536,-0.9337954152050114,1.5024809944137114,-0.6705955526685059,1.2081030619637303,0.7744986127336694,0.0
